"","TID"
"21121","2030103193-4"
"21122","2030103194-2"
"21123","2030103195-9"
"21124","2030103196-7"
"21125","2030103197-5"
"21126","2030103198-3"
"21127","2030103199-1"
"21128","2030103200-7"
"21129","2030103201-5"
"21130","2030103202-3"
"21131","2030103203-1"
"21132","2030103204-9"
"21133","2030103205-6"
"21134","2030103206-4"
"21135","2030103207-2"
"21136","2030103208-0"
"21137","2030103209-8"
"21138","2030103210-6"
"21139","2030103211-4"
"21140","2030103212-2"
"21141","2030103213-0"
"21142","2030103214-8"
"21143","2030103215-5"
"21144","2030103217-1"
"21145","2030103218-9"
"21146","2030103219-7"
"21147","2030103220-5"
"21148","2030103221-3"
"21149","2030103223-9"
"21150","2030103224-7"
"21151","2030103225-4"
"21152","2030103226-2"
"21153","2030103227-0"
"21154","2030103228-8"
"21155","2030103229-6"
"21156","2030103231-2"
"21157","2030103232-0"
"21158","2030103233-8"
"21159","2030103234-6"
"21160","2030103235-3"
"21161","2030103236-1"
"21162","2030103237-9"
"21163","2030103238-7"
"21164","2030103239-5"
"21165","2030103240-3"
"21166","2030103241-1"
"21167","2030103242-9"
"21168","2030103243-7"
"21169","2030103244-5"
"21170","2030103246-0"
"21171","2030103247-8"
"21172","2030103248-6"
"21173","2030103249-4"
"21174","2030103250-2"
"21175","2030103251-0"
"21176","2030103253-6"
"21177","2030103254-4"
"21178","2030103255-1"
"21179","2030103256-9"
"21180","2030103257-7"
"21181","2030103258-5"
"21182","2030103259-3"
"21183","2030103260-1"
"21184","2030103261-9"
"21185","2030103262-7"
"21186","2030103263-5"
"21187","2030103264-3"
"21188","2030103265-0"
"21189","2030103266-8"
"21190","2030103267-6"
"21191","2030103268-4"
"21192","2030103269-2"
"21193","2030103271-8"
"21194","2030103272-6"
"21195","2030103273-4"
"21196","2030103274-2"
"21197","2030103275-9"
"21198","2030103277-5"
"21199","2030103278-3"
"21200","2030103279-1"
"21201","2030103280-9"
"21202","2030103281-7"
"21203","2030103282-5"
"21204","2030103283-3"
"21205","2030103285-8"
"21206","2030103286-6"
"21207","2030103287-4"
"21208","2030103288-2"
"21209","2030103289-0"
"21210","2030103290-8"
"21211","2030103291-6"
"21212","2030103292-4"
"21213","2030103293-2"
"21214","2030103294-0"
"21215","2030103295-7"
"21216","2030103296-5"
"21217","2030103297-3"
"21218","2030103298-1"
"21219","2030103299-9"
"21220","2030103300-5"
"21221","2030103301-3"
"21222","2030103302-1"
"21223","2030103304-7"
"21224","2030103305-4"
"21225","2030103306-2"
"21226","2030103307-0"
"21227","2030103308-8"
"21228","2030103309-6"
"21229","2030103310-4"
"21230","2030103311-2"
"21231","2030103312-0"
"21232","2030103313-8"
"21233","2030103314-6"
"21234","2030103315-3"
"21235","2030103316-1"
"21236","2030103317-9"
"21237","2030103318-7"
"21238","2030103319-5"
"21239","2030103320-3"
"21240","2030103321-1"
"21241","2030103324-5"
"21242","2030103325-2"
"21243","2030103326-0"
"21244","2030103327-8"
"21245","2030103328-6"
"21246","2030103329-4"
"21247","2030103331-0"
"21248","2030103332-8"
"21249","2030103333-6"
"21250","2030103334-4"
"21251","2030103335-1"
"21252","2030103336-9"
"21253","2030103337-7"
"21254","2030103338-5"
"21255","2030103339-3"
"21256","2030103340-1"
"21257","2030103342-7"
"21258","2030103343-5"
"21259","2030103344-3"
"21260","2030103345-0"
"21261","2030103346-8"
"21262","2030103347-6"
"21263","2030103348-4"
"21264","2030103349-2"
"21265","2030103350-0"
"21266","2030103351-8"
"21267","2030103352-6"
"21268","2030103353-4"
"21269","2030103354-2"
"21270","2030103355-9"
"21271","2030103356-7"
"21272","2030103357-5"
"21273","2030103358-3"
"21274","2030103359-1"
"21275","2030103360-9"
"21276","2030103361-7"
"21277","2030103362-5"
"21278","2030103363-3"
"21279","2030103364-1"
"21280","2030103365-8"
"21281","2030103366-6"
"21282","2030103367-4"
"21283","2030103368-2"
"21284","2030103369-0"
"21285","2030103370-8"
"21286","2030103371-6"
"21287","2030103373-2"
"21288","2030103374-0"
"21289","2030103375-7"
"21290","2030103376-5"
"21291","2030103377-3"
"21292","2030103378-1"
"21293","2030103379-9"
"21294","2030103380-7"
"21295","2030103381-5"
"21296","2030103382-3"
"21297","2030103383-1"
"21298","2030103384-9"
"21299","2030103385-6"
"21300","2030103387-2"
"21301","2030103388-0"
"21302","2030103389-8"
"21303","2030103390-6"
"21304","2030103391-4"
"21305","2030103392-2"
"21306","2030103393-0"
"21307","2030103394-8"
"21308","2030103395-5"
"21309","2030103396-3"
"21310","2030103397-1"
"21311","2030103398-9"
"21312","2030103399-7"
"21313","2030103400-3"
"21314","2030103401-1"
"21315","2030103402-9"
"21316","2030103403-7"
"21317","2030103404-5"
"21318","2030103405-2"
"21319","2030103406-0"
"21320","2030103407-8"
"21321","2030103408-6"
"21322","2030103409-4"
"21323","2030103410-2"
"21324","2030103411-0"
"21325","2030103412-8"
"21326","2030103413-6"
"21327","2030103414-4"
"21328","2030103415-1"
"21329","2030103416-9"
"21330","2030103417-7"
"21331","2030103418-5"
"21332","2030103419-3"
"21333","2030103420-1"
"21334","2030103421-9"
"21335","2030103422-7"
"21336","2030103423-5"
"21337","2030103424-3"
"21338","2030103425-0"
"21339","2030103426-8"
"21340","2030103427-6"
"21341","2030103428-4"
"21342","2030103429-2"
"21343","2030103430-0"
"21344","2030103431-8"
"21345","2030103432-6"
"21346","2030103433-4"
"21347","2030103434-2"
"21348","2030103435-9"
"21349","2030103436-7"
"21350","2030103437-5"
"21351","2030103438-3"
"21352","2030103439-1"
"21353","2030103440-9"
"21354","2030103441-7"
"21355","2030103443-3"
"21356","2030103446-6"
"21357","2030103447-4"
"21358","2030103448-2"
"21359","2030103449-0"
"21360","2030103450-8"
"21361","2030103451-6"
"21362","2030103452-4"
"21363","2030103453-2"
"21364","2030103455-7"
"21365","2030103456-5"
"21366","2030103457-3"
"21367","2030103458-1"
"21368","2030103459-9"
"21369","2030103460-7"
"21370","2030103461-5"
"21371","2030103462-3"
"21372","2030103464-9"
"21373","2030103466-4"
"21374","2030103467-2"
"21375","2030103468-0"
"21376","2030103469-8"
"21377","2030103470-6"
"21378","2030103471-4"
"21379","2030103472-2"
"21380","2030103473-0"
"21381","2030103474-8"
"21382","2030103475-5"
"21383","2030103476-3"
"21384","2030103477-1"
"21385","2030103478-9"
"21386","2030103479-7"
"21387","2030103480-5"
"21388","2030103481-3"
"21389","2030103482-1"
"21390","2030103483-9"
"21391","2030103484-7"
"21392","2030103485-4"
"21393","2030103486-2"
"21394","2030103487-0"
"21395","2030103489-6"
"21396","2030103490-4"
"21397","2030103491-2"
"21398","2030103492-0"
"21399","2030103494-6"
"21400","2030103495-3"
"21401","2030103496-1"
"21402","2030103497-9"
"21403","2030103498-7"
"21404","2030103499-5"
"21405","2030103500-0"
"21406","2030103501-8"
"21407","2030103502-6"
"21408","2030103503-4"
"21409","2030103506-7"
"21410","2030103507-5"
"21411","2030103508-3"
"21412","2030103509-1"
"21413","2030103510-9"
"21414","2030103511-7"
"21415","2030103512-5"
"21416","2030103514-1"
"21417","2030103515-8"
"21418","2030103516-6"
"21419","2030103518-2"
"21420","2030103519-0"
"21421","2030103520-8"
"21422","2030103521-6"
"21423","2030103523-2"
"21424","2030103524-0"
"21425","2030103525-7"
"21426","2030103526-5"
"21427","2030103527-3"
"21428","2030103528-1"
"21429","2030103530-7"
"21430","2030103531-5"
"21431","2030103532-3"
"21432","2030103536-4"
"21433","2030103537-2"
"21434","2030103538-0"
"21435","2030103539-8"
"21436","2030103540-6"
"21437","2030103541-4"
"21438","2030103542-2"
"21439","2030103543-0"
"21440","2030103544-8"
"21441","2030103545-5"
"21442","2030103546-3"
"21443","2030103547-1"
"21444","2030103548-9"
"21445","2030103549-7"
"21446","2030103550-5"
"21447","2030103551-3"
"21448","2030103552-1"
"21449","2030103553-9"
"21450","2030103554-7"
"21451","2030103555-4"
"21452","2030103556-2"
"21453","2030103557-0"
"21454","2030103558-8"
"21455","2030103559-6"
"21456","2030103561-2"
"21457","2030103562-0"
"21458","2030103563-8"
"21459","2030103564-6"
"21460","2030103565-3"
"21461","2030103566-1"
"21462","2030103567-9"
"21463","2030103569-5"
"21464","2030103570-3"
"21465","2030103571-1"
"21466","2030103572-9"
"21467","2030103573-7"
"21468","2030103574-5"
"21469","2030103575-2"
"21470","2030103576-0"
"21471","2030103577-8"
"21472","2030103578-6"
"21473","2030103579-4"
"21474","2030103580-2"
"21475","2030103581-0"
"21476","2030103582-8"
"21477","2030103583-6"
"21478","2030103584-4"
"21479","2030103585-1"
"21480","2030103586-9"
"21481","2030103587-7"
"21482","2030103588-5"
"21483","2030103589-3"
"21484","2030103590-1"
"21485","2030103591-9"
"21486","2030103593-5"
"21487","2030103594-3"
"21488","2030103595-0"
"21489","2030103596-8"
"21490","2030103597-6"
"21491","2030103598-4"
"21492","2030103599-2"
"21493","2030103600-8"
"21494","2030103601-6"
"21495","2030103603-2"
"21496","2030103604-0"
"21497","2030103606-5"
"21498","2030103607-3"
"21499","2030103608-1"
"21500","2030103609-9"
"21501","2030103611-5"
"21502","2030103612-3"
"21503","2030103613-1"
"21504","2030103614-9"
"21505","2030103615-6"
"21506","2030103616-4"
"21507","2030103617-2"
"21508","2030103618-0"
"21509","2030103619-8"
"21510","2030103620-6"
"21511","2030103621-4"
"21512","2030103622-2"
"21513","2030103623-0"
"21514","2030103624-8"
"21515","2030103625-5"
"21516","2030103626-3"
"21517","2030103627-1"
"21518","2030103628-9"
"21519","2030103629-7"
"21520","2030103630-5"
"21521","2030103631-3"
"21522","2030103632-1"
"21523","2030103633-9"
"21524","2030103634-7"
"21525","2030103635-4"
"21526","2030103636-2"
"21527","2030103637-0"
"21528","2030103638-8"
"21529","2030103639-6"
"21530","2030103640-4"
"21531","2030103641-2"
"21532","2030103642-0"
"21533","2030103643-8"
"21534","2030103644-6"
"21535","2030103645-3"
"21536","2030103646-1"
"21537","2030103647-9"
"21538","2030103648-7"
"21539","2030103649-5"
"21540","2030103650-3"
"21541","2030103652-9"
"21542","2030103653-7"
"21543","2030103654-5"
"21544","2030103657-8"
"21545","2030103658-6"
"21546","2030103659-4"
"21547","2030103660-2"
"21548","2030103661-0"
"21549","2030103662-8"
"21550","2030103663-6"
"21551","2030103664-4"
"21552","2030103665-1"
"21553","2030103666-9"
"21554","2030103667-7"
"21555","2030103668-5"
"21556","2030103669-3"
"21557","2030103670-1"
"21558","2030103672-7"
"21559","2030103673-5"
"21560","2030103675-0"
"21561","2030103676-8"
"21562","2030103677-6"
"21563","2030103678-4"
"21564","2030103679-2"
"21565","2030103680-0"
"21566","2030103681-8"
"21567","2030103682-6"
"21568","2030103683-4"
"21569","2030103684-2"
"21570","2030103685-9"
"21571","2030103686-7"
"21572","2030103687-5"
"21573","2030103689-1"
"21574","2030103690-9"
"21575","2030103691-7"
"21576","2030103692-5"
"21577","2030103693-3"
"21578","2030103694-1"
"21579","2030103695-8"
"21580","2030103696-6"
"21581","2030103697-4"
"21582","2030103698-2"
"21583","2030103699-0"
"21584","2030103700-6"
"21585","2030103701-4"
"21586","2030103702-2"
"21587","2030103703-0"
"21588","2030103704-8"
"21589","2030103705-5"
"21590","2030103706-3"
"21591","2030103707-1"
"21592","2030103708-9"
"21593","2030103709-7"
"21594","2030103710-5"
"21595","2030103711-3"
"21596","2030103714-7"
"21597","2030103715-4"
"21598","2030103716-2"
"21599","2030103717-0"
"21600","2030103718-8"
"21601","2030103719-6"
"21602","2030103720-4"
"21603","2030103721-2"
"21604","2030103722-0"
"21605","2030103723-8"
"21606","2030103724-6"
"21607","2030103725-3"
"21608","2030103726-1"
"21609","2030103727-9"
"21610","2030103728-7"
"21611","2030103729-5"
"21612","2030103730-3"
"21613","2030103731-1"
"21614","2030103732-9"
"21615","2030103733-7"
"21616","2030103734-5"
"21617","2030103736-0"
"21618","2030103737-8"
"21619","2030103738-6"
"21620","2030103739-4"
"21621","2030103740-2"
"21622","2030103742-8"
"21623","2030103743-6"
"21624","2030103744-4"
"21625","2030103745-1"
"21626","2030103746-9"
"21627","2030103747-7"
"21628","2030103748-5"
"21629","2030103749-3"
"21630","2030103750-1"
"21631","2030103751-9"
"21632","2030103752-7"
"21633","2030103753-5"
"21634","2030103754-3"
"21635","2030103755-0"
"21636","2030103756-8"
"21637","2030103757-6"
"21638","2030103758-4"
"21639","2030103759-2"
"21640","2030103760-0"
"21641","2030103761-8"
"21642","2030103763-4"
"21643","2030103764-2"
"21644","2030103766-7"
"21645","2030103767-5"
"21646","2030103768-3"
"21647","2030103769-1"
"21648","2030103770-9"
"21649","2030103771-7"
"21650","2030103772-5"
"21651","2030103773-3"
"21652","2030103774-1"
"21653","2030103775-8"
"21654","2030103776-6"
"21655","2030103777-4"
"21656","2030103778-2"
"21657","2030103779-0"
"21658","2030103780-8"
"21659","2030103782-4"
"21660","2030103783-2"
"21661","2030103784-0"
"21662","2030103785-7"
"21663","2030103786-5"
"21664","2030103787-3"
"21665","2030103788-1"
"21666","2030103789-9"
"21667","2030103790-7"
"21668","2030103791-5"
"21669","2030103792-3"
"21670","2030103793-1"
"21671","2030103794-9"
"21672","2030103795-6"
"21673","2030103796-4"
"21674","2030103797-2"
"21675","2030103798-0"
"21676","2030103799-8"
"21677","2030103800-4"
"21678","2030103801-2"
"21679","2030103802-0"
"21680","2030103803-8"
"21681","2030103804-6"
"21682","2030103805-3"
"21683","2030103806-1"
"21684","2030103807-9"
"21685","2030103808-7"
"21686","2030103809-5"
"21687","2030103810-3"
"21688","2030103811-1"
"21689","2030103813-7"
"21690","2030103814-5"
"21691","2030103815-2"
"21692","2030103816-0"
"21693","2030103817-8"
"21694","2030103818-6"
"21695","2030103819-4"
"21696","2030103820-2"
"21697","2030103821-0"
"21698","2030103822-8"
"21699","2030103823-6"
"21700","2030103824-4"
"21701","2030103825-1"
"21702","2030103826-9"
"21703","2030103827-7"
"21704","2030103828-5"
"21705","2030103829-3"
"21706","2030103830-1"
"21707","2030103831-9"
"21708","2030103832-7"
"21709","2030103833-5"
"21710","2030103834-3"
"21711","2030103836-8"
"21712","2030103837-6"
"21713","2030103838-4"
"21714","2030103839-2"
"21715","2030103840-0"
"21716","2030103841-8"
"21717","2030103842-6"
"21718","2030103843-4"
"21719","2030103844-2"
"21720","2030103847-5"
"21721","2030103849-1"
"21722","2030103850-9"
"21723","2030103851-7"
"21724","2030103852-5"
"21725","2030103853-3"
"21726","2030103854-1"
"21727","2030103855-8"
"21728","2030103856-6"
"21729","2030103857-4"
"21730","2030103858-2"
"21731","2030103859-0"
"21732","2030103860-8"
"21733","2030103861-6"
"21734","2030103862-4"
"21735","2030103863-2"
"21736","2030103864-0"
"21737","2030103865-7"
"21738","2030103866-5"
"21739","2030103867-3"
"21740","2030103868-1"
"21741","2030103869-9"
"21742","2030103870-7"
"21743","2030103871-5"
"21744","2030103873-1"
"21745","2030103874-9"
"21746","2030103875-6"
"21747","2030103876-4"
"21748","2030103877-2"
"21749","2030103878-0"
"21750","2030103880-6"
"21751","2030103881-4"
"21752","2030103883-0"
"21753","2030103884-8"
"21754","2030103885-5"
"21755","2030103886-3"
"21756","2030103887-1"
"21757","2030103888-9"
"21758","2030103889-7"
"21759","2030103890-5"
"21760","2030103891-3"
"21761","2030103892-1"
"21762","2030103893-9"
"21763","2030103895-4"
"21764","2030103896-2"
"21765","2030103897-0"
"21766","2030103898-8"
"21767","2030103899-6"
"21768","2030103900-2"
"21769","2030103901-0"
"21770","2030103902-8"
"21771","2030103903-6"
"21772","2030103904-4"
"21773","2030103906-9"
"21774","2030103907-7"
"21775","2030103908-5"
"21776","2030103909-3"
"21777","2030103910-1"
"21778","2030103911-9"
"21779","2030103912-7"
"21780","2030103913-5"
"21781","2030103914-3"
"21782","2030103915-0"
"21783","2030103916-8"
"21784","2030103917-6"
"21785","2030103918-4"
"21786","2030103919-2"
"21787","2030103920-0"
"21788","2030103922-6"
"21789","2030103923-4"
"21790","2030103924-2"
"21791","2030103925-9"
"21792","2030103926-7"
"21793","2030103927-5"
"21794","2030103928-3"
"21795","2030103929-1"
"21796","2030103930-9"
"21797","2030103931-7"
"21798","2030103932-5"
"21799","2030103933-3"
"21800","2030103934-1"
"21801","2030103935-8"
"21802","2030103936-6"
"21803","2030103937-4"
"21804","2030103938-2"
"21805","2030103939-0"
"21806","2030103940-8"
"21807","2030103941-6"
"21808","2030103942-4"
"21809","2030103943-2"
"21810","2030103944-0"
"21811","2030103945-7"
"21812","2030103946-5"
"21813","2030103947-3"
"21814","2030103949-9"
"21815","2030103950-7"
"21816","2030103951-5"
"21817","2030103952-3"
"21818","2030103953-1"
"21819","2030103954-9"
"21820","2030103955-6"
"21821","2030103956-4"
"21822","2030103957-2"
"21823","2030103958-0"
"21824","2030103959-8"
"21825","2030103960-6"
"21826","2030103961-4"
"21827","2030103962-2"
"21828","2030103963-0"
"21829","2030103964-8"
"21830","2030103965-5"
"21831","2030103966-3"
"21832","2030103967-1"
"21833","2030103968-9"
"21834","2030103969-7"
"21835","2030103970-5"
"21836","2030103971-3"
"21837","2030103972-1"
"21838","2030103973-9"
"21839","2030103974-7"
"21840","2030103976-2"
"21841","2030103977-0"
"21842","2030103978-8"
"21843","2030103979-6"
"21844","2030103980-4"
"21845","2030103981-2"
"21846","2030103982-0"
"21847","2030103984-6"
"21848","2030103985-3"
"21849","2030103986-1"
"21850","2030103987-9"
"21851","2030103988-7"
"21852","2030103989-5"
"21853","2030103990-3"
"21854","2030103991-1"
"21855","2030103992-9"
"21856","2030103993-7"
"21857","2030103994-5"
"21858","2030103995-2"
"21859","2030103996-0"
"21860","2030103997-8"
"21861","2030103998-6"
"21862","2030103999-4"
"21863","2030104000-0"
"21864","2030104001-8"
"21865","2030104002-6"
"21866","2030104003-4"
"21867","2030104004-2"
"21868","2030104005-9"
"21869","2030104006-7"
"21870","2030104007-5"
"21871","2030104008-3"
"21872","2030104010-9"
"21873","2030104011-7"
"21874","2030104012-5"
"21875","2030104013-3"
"21876","2030104014-1"
"21877","2030104015-8"
"21878","2030104016-6"
"21879","2030104017-4"
"21880","2030104018-2"
"21881","2030104019-0"
"21882","2030104020-8"
"21883","2030104021-6"
"21884","2030104023-2"
"21885","2030104024-0"
"21886","2030104025-7"
"21887","2030104026-5"
"21888","2030104027-3"
"21889","2030104028-1"
"21890","2030104029-9"
"21891","2030104031-5"
"21892","2030104032-3"
"21893","2030104033-1"
"21894","2030104034-9"
"21895","2030104035-6"
"21896","2030104036-4"
"21897","2030104037-2"
"21898","2030104038-0"
"21899","2030104039-8"
"21900","2030104040-6"
"21901","2030104041-4"
"21902","2030104042-2"
"21903","2030104043-0"
"21904","2030104044-8"
"21905","2030104045-5"
"21906","2030104046-3"
"21907","2030104047-1"
"21908","2030104048-9"
"21909","2030104049-7"
"21910","2030104050-5"
"21911","2030104052-1"
